NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,postcode_cleaned,house_number,latitude,longitude,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,CODE_STAND_RECORD
12KT01,D,ILOC,Oecumenische Basisschool Klim-op,Karekietpark 20.0 ,1444hv,20,52.5218885,4.964770199999999,1444HV,PURMEREND,Noord-Holland,Closed,International Education Center,19.0,1980s,2000s,1985-08-01 to 2004-08-01,1985-08-01,2004-08-01,H
02VT11,D,ILOC,College van Bestuur van het Agnieten College,Rechterland 1.0 ,8024ah,1,52.5223701,6.1242395,8024AH,ZWOLLE,Overijssel,Closed,International Education Center,45.0,1960s,2010s,1968-08-01 to 2013-08-01,1968-08-01,2013-08-01,H
22OD01,D,ILOC,Montessori basisschool 1ste,Torenmolen 9.0 ,1444ge,9,52.5224609,4.972938999999999,1444GE,PURMEREND,Noord-Holland,Closed,International Education Center,27.0,1980s,2010s,1988-08-01 to 2015-08-01,1988-08-01,2015-08-01,H
12WL02,D,ILOC,locatie Bachlaan 2,Monteverdilaan 202.0 ,8031dw,202,52.5228379,6.0906004,8031DW,ZWOLLE,Overijssel,Closed,International Education Center,38.9,1980s,2020s,1985-08-01 to 2024-07-01,1985-08-01,2024-07-01,H
14XF09,D,ILOC,De Ambelt Oosterenk vso,Westenholterweg 70.0 ,8042aj,70,52.5230123,6.0480053,8042AJ,ZWOLLE,Overijssel,Closed,International Education Center,110.6,1900s,2010s,1900-01-01 to 2010-08-01,1900-01-01,2010-08-01,H
15PG01,D,ILOC,-,Waddenlaan 8.0 ,8223cl,8,52.5233685,5.489623,8223CL,LELYSTAD,Flevoland,Closed,International Education Center,30.0,1980s,2010s,1985-08-01 to 2015-08-01,1985-08-01,2015-08-01,H
23HU08,D,ILOC,De Deining,Karveel 3901.0 ,8231dn,3901,52.5237332,5.4652756,8231DN,LELYSTAD,Flevoland,Closed,International Education Center,2.6,2010s,2010s,2010-01-01 to 2012-08-01,2010-01-01,2012-08-01,H
23HU06,D,ILOC,Het Aurum College,Kofschip 2.0 ,8223ez,2,52.5238667,5.4760159,8223EZ,LELYSTAD,Flevoland,Closed,International Education Center,11.0,2010s,2020s,2010-01-01 to 2021-01-01,2010-01-01,2021-01-01,A
26PY01,D,ILOC,KBS Vlieger 1,Papaverweg 57.0 ,8042ed,57,52.5245016,6.0512038,8042ED,ZWOLLE,Overijssel,Active,International Education Center,12.5,2010s,,2012-08-01 to Present,2012-08-01,,H
29BT00,D,ILOC,De Wherelant,Ds Martin Luther Kingweg 2.0 ,1444ed,2,52.52482089999999,4.9580185,1444ED,PURMEREND,Noord-Holland,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
12WL02,D,ILOC,locatie Vivaldi Schuberstr.39,Schubertstraat 39.0 ,8031zc,39,52.525229,6.0859714,8031ZC,ZWOLLE,Overijssel,Closed,International Education Center,38.9,1980s,2020s,1985-08-01 to 2024-07-01,1985-08-01,2024-07-01,H
12OZ01,D,ILOC,Nevenvestiging gr. 7/8,Weegbreestraat 1.0 ,7731vx,1,52.5254088,6.4360652,7731VX,OMMEN,Overijssel,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
01XN05,D,ILOC,Praktijkonderwijs Dronten,Educalaan 8.0 a,8251gc,8,52.5258561,5.7107891,8251GC,DRONTEN,Flevoland,Closed,International Education Center,113.6,1900s,2010s,1900-01-01 to 2013-08-01,1900-01-01,2013-08-01,H
27MK06,D,ILOC,"LOVK, locatie 't Zwanenest",Bachlaan 2.0 ,8031hl,2,52.5259814,6.076796,8031HL,ZWOLLE,Overijssel,Active,International Education Center,23.5,2000s,,2001-08-01 to Present,2001-08-01,,H
12WL01,D,ILOC,locatie ´t Zwanenest Ligplaatsschool voorschoolse opvang,Bachlaan 14.0 ,8031hl,14,52.5260407,6.0804589,8031HL,ZWOLLE,Overijssel,Closed,International Education Center,28.0,1980s,2010s,1985-08-01 to 2013-08-01,1985-08-01,2013-08-01,H
25GV18,D,ILOC,Dronten,Wisentweg 10.0 ,8251pc,10,52.52746699999999,5.6741001,8251PC,DRONTEN,Flevoland,Closed,International Education Center,15.6,1990s,2010s,1995-08-01 to 2011-03-01,1995-08-01,2011-03-01,H
17BZ10,D,ILOC,Van der Capellen SG - Centrale Directie,Lassuslaan 230.0 ,8031xm,230,52.5278058,6.090607500000001,8031XM,ZWOLLE,Overijssel,Closed,International Education Center,108.6,1900s,2000s,1900-01-01 to 2008-08-01,1900-01-01,2008-08-01,H
23HU04,D,ILOC,De Rede,Zuigerplasdreef 204.0 ,8223ex,204,52.5279956,5.4752224,8223EX,LELYSTAD,Flevoland,Closed,International Education Center,31.4,1980s,2020s,1989-08-01 to 2021-01-01,1989-08-01,2021-01-01,A
01NE04,D,ILOC,Locatie Dronten,Wisentweg 13.0 c,8251pb,13,52.528491,5.673452,8251PB,DRONTEN,Flevoland,Active,International Education Center,64.3,1960s,,1960-10-05 to Present,1960-10-05,,A
25GV18,D,ILOC,Dronten,De Drieslag 2.0 ,8251jz,2,52.5288519,5.6984923,8251JZ,DRONTEN,Flevoland,Closed,International Education Center,15.6,1990s,2010s,1995-08-01 to 2011-03-01,1995-08-01,2011-03-01,H
25GV19,D,ILOC,Dronten Warmonderhof,Wisentweg 2.0 ,8251pc,2,52.52896490000001,5.689848899999999,8251PC,DRONTEN,Flevoland,Closed,International Education Center,15.6,1990s,2010s,1995-08-01 to 2011-03-01,1995-08-01,2011-03-01,H
24HX26,D,ILOC,Luzac Lyceum Zwolle,Rijnlaan 41.0 ,8032jz,41,52.53023779999999,6.099968,8032JZ,ZWOLLE,Overijssel,Closed,International Education Center,6.6,2000s,2010s,2007-01-01 to 2013-08-01,2007-01-01,2013-08-01,H
29AP00,D,ILOC,Centrum voor Kunstzinnige Vormng,Ottoplein 2.0 ,8251gg,2,52.5313143,5.7222317,8251GG,DRONTEN,Flevoland,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
29UL01,D,ILOC,GKC De Tippe,Overtoom 65.0 ,8043lz,65,52.53458329999999,6.054477899999999,8043LZ,ZWOLLE,Overijssel,Active,International Education Center,9.5,2010s,,2015-08-01 to Present,2015-08-01,,H
12HZ01,D,ILOC,Obs Villa Nova,Bouwkamp 4.0 ,8266kl,4,52.5349084,5.9301134,8266KL,KAMPEN,Overijssel,Active,International Education Center,8.5,2010s,,2016-08-01 to Present,2016-08-01,,H
19SP02,D,ILOC,De Kotter,Rijnlaan 200.0 ,8032tk,200,52.5353262,6.099677199999999,8032TK,ZWOLLE,Overijssel,Closed,International Education Center,47.0,1950s,2000s,1954-08-01 to 2001-08-01,1954-08-01,2001-08-01,H
02YE01,D,ILOC,De Kleuterbrug,Reggelaan 107.0 ,8033az,107,52.5356411,6.110450699999999,8033AZ,ZWOLLE,Overijssel,Active,International Education Center,125.1,1900s,,1900-01-01 to Present,1900-01-01,,A
26PY02,D,ILOC,KBS Vlieger 3,Ingelandhof 1.0 ,8043ec,1,52.53692239999999,6.057979599999999,8043EC,ZWOLLE,Overijssel,Active,International Education Center,12.5,2010s,,2012-08-01 to Present,2012-08-01,,H
02YN12,D,ILOC,Lesplaats Stadshagen,Dijkgraafhof 2.0 ,8043eb,2,52.5378846,6.058914499999999,8043EB,ZWOLLE,Overijssel,Closed,International Education Center,108.4,1900s,2000s,1900-01-01 to 2008-06-01,1900-01-01,2008-06-01,H
13KB01,D,ILOC,Willem van Oranje,Fidelio 14.0 ,8265ta,14,52.5382317,5.9069949,8265TA,KAMPEN,Overijssel,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
26BD01,D,ILOC,Protestants Christelijke Daltonschool De Zevensprong,Oude Wetering 78.0 ,8044pa,78,52.5422431,6.046443699999999,8044PA,ZWOLLE,Overijssel,Active,International Education Center,11.5,2010s,,2013-08-01 to Present,2013-08-01,,H
26BD01,D,ILOC,Kindcentrum De Paperclip,Oude Wetering 82.0 ,8044pa,82,52.5440293,6.045129699999999,8044PA,ZWOLLE,Overijssel,Active,International Education Center,11.5,2010s,,2013-08-01 to Present,2013-08-01,,H
26BD01,D,ILOC,Kindcentrum De Paperclip,Oude Wetering 82.0 ,8044pa,82,52.5441914,6.0451431,8044PA,ZWOLLE,Overijssel,Active,International Education Center,11.5,2010s,,2013-08-01 to Present,2013-08-01,,H
18XY07,D,ILOC,"Het Molenduin, locatie Castricum",Hofstede 3.0 ,1901nt,3,52.544889,4.657623,1901NT,CASTRICUM,Noord-Holland,Closed,International Education Center,1.0,2010s,2010s,2010-01-01 to 2011-01-01,2010-01-01,2011-01-01,H
11OD01,D,ILOC,AZC De Vlieger,Vossemeerdijk 40.0 ,8251pn,40,52.54761500000001,5.8500957,8251PN,DRONTEN,Flevoland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
13PP01,D,ILOC,---,Wederiklaan 1.0 ,8265da,1,52.5499127,5.906234299999999,8265DA,KAMPEN,Overijssel,Closed,International Education Center,17.4,1980s,2000s,1985-08-01 to 2003-01-01,1985-08-01,2003-01-01,H
10VP01,D,ILOC,obs De Blauwe Morgenster,Nicolaas Cromhoutlaan 2.0 ,1462jl,2,52.5506647,4.9089767,1462JL,MIDDENBEEMSTER,Noord-Holland,Closed,International Education Center,26.0,1980s,2010s,1985-08-01 to 2011-08-01,1985-08-01,2011-08-01,H
12QQ01,D,ILOC,dependance,Tormentil 109.0 ,8265dm,109,52.55115139999999,5.901403,8265DM,KAMPEN,Overijssel,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
00RL09,D,ILOC,De Molenweid,Albert Schweitzerlaan 2.0 ,1902ee,2,52.5518716,4.6767807,1902EE,CASTRICUM,Noord-Holland,Closed,International Education Center,41.6,1970s,2010s,1970-05-25 to 2012-01-01,1970-05-25,2012-01-01,H
13WZ01,D,ILOC,---,1e Ebbingestraat 10.0 ,8261xc,10,52.5521237,5.9205102,8261XC,KAMPEN,Overijssel,Closed,International Education Center,18.4,1980s,2000s,1985-08-01 to 2004-01-01,1985-08-01,2004-01-01,H
29HM00,D,ILOC,Stichting K.V.Castricum,Jan van Nassaustraat 6.0 ,1901tj,6,52.5528452,4.6683163,1901TJ,CASTRICUM,Noord-Holland,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
02VB13,D,ILOC,Ichthus College - bavo 1+2,Jan Ligthartstraat 5.0 ,8265cj,5,52.5531689,5.9073284,8265CJ,KAMPEN,Overijssel,Closed,International Education Center,108.6,1900s,2000s,1900-01-01 to 2008-08-15,1900-01-01,2008-08-15,H
29FE00,D,ILOC,Quintus,Vloeddijk 38.0 ,8261gc,38,52.5542549,5.9176994,8261GC,KAMPEN,Overijssel,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
02YN16,D,ILOC,De Ambelt (De Poortenaar),Buitensingel 1.0 ,8261da,1,52.5564602,5.9102166,8261DA,KAMPEN,Overijssel,Closed,International Education Center,108.4,1900s,2000s,1900-01-01 to 2008-06-01,1900-01-01,2008-06-01,H
01XN06,D,ILOC,Almere College - locatie Marinus Postlaan,Marinus Postlaan 1.0 ,8264pb,1,52.5567216,5.8968871,8264PB,KAMPEN,Overijssel,Closed,International Education Center,108.6,1900s,2000s,1900-01-01 to 2008-08-01,1900-01-01,2008-08-01,H
00RL08,D,ILOC,De Duinrand,Prof. Winklerlaan 2.0 ,1901ks,2,52.5599784,4.6531433,1901KS,CASTRICUM,Noord-Holland,Closed,International Education Center,41.6,1970s,2010s,1970-05-25 to 2012-01-01,1970-05-25,2012-01-01,H
02VB11,D,ILOC,Ichthus College - College van Bestuur,Neringstraat 1.0 ,8263bg,1,52.5603148,5.8865265,8263BG,KAMPEN,Overijssel,Closed,International Education Center,108.6,1900s,2000s,1900-01-01 to 2008-08-15,1900-01-01,2008-08-15,H
13KU01,D,ILOC,---,Wilhelminalaan 20.0 ,8262de,20,52.56093139999999,5.9073275,8262DE,KAMPEN,Overijssel,Closed,International Education Center,30.0,1980s,2010s,1985-08-01 to 2015-08-01,1985-08-01,2015-08-01,H
02VB12,D,ILOC,Ichthus College - afdeling groen,Spoorkade 25.0 ,8267aa,25,52.56192919999999,5.9204874,8267AA,KAMPEN,Overijssel,Closed,International Education Center,108.6,1900s,2000s,1900-01-01 to 2008-08-15,1900-01-01,2008-08-15,H
13ER01,D,ILOC,---,Christinastraat 20.0 ,8262ed,20,52.5620233,5.9093776,8262ED,KAMPEN,Overijssel,Closed,International Education Center,30.0,1980s,2010s,1985-08-01 to 2015-08-01,1985-08-01,2015-08-01,H
29LX00,D,ILOC,Iederwijs Limmen/Castricum,Zeeweg 1.0 a,1901nz,1,52.5627897,4.652182199999999,1901NZ,CASTRICUM,Noord-Holland,Closed,International Education Center,109.3,1900s,2000s,1900-01-01 to 2009-05-01,1900-01-01,2009-05-01,H
02VB14,D,ILOC,Ichthus College Pro,Noordweg 92.0 ,8262bw,92,52.5635376,5.904278,8262BW,KAMPEN,Overijssel,Closed,International Education Center,108.6,1900s,2000s,1900-01-01 to 2008-08-15,1900-01-01,2008-08-15,H
02UX09,D,ILOC,Chr. SG Vechtdal College (VMBO),Burg Schuitestraat 3.0 ,7772bs,3,52.57019469999999,6.6228547,7772BS,HARDENBERG,Overijssel,Closed,International Education Center,108.6,1900s,2000s,1900-01-01 to 2008-08-01,1900-01-01,2008-08-01,H
14XF07,D,ILOC,De Ambelt Oosterenk vso,Burg Schuitestraat 5.0 a,7772bs,5,52.5706375,6.6244119,7772BS,HARDENBERG,Overijssel,Closed,International Education Center,108.4,1900s,2000s,1900-01-01 to 2008-06-01,1900-01-01,2008-06-01,H
29MK00,D,ILOC,Aquariushoeve,Eikenlaan 4.0 ,7711ce,4,52.5728099,6.2945047,7711CE,NIEUWLEUSEN,Overijssel,Closed,International Education Center,109.3,1900s,2000s,1900-01-01 to 2009-05-01,1900-01-01,2009-05-01,H
29CP00,D,ILOC,Kreatief Centrum Hardenberg e.o.,Badhuisplein 3.0 ,7772xa,3,52.5774795,6.617196,7772XA,HARDENBERG,Overijssel,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
00RL09,D,ILOC,De Molenweid,Oosterzijweg 8.0 ,1906ax,8,52.5797698,4.7065123,1906AX,LIMMEN,Noord-Holland,Closed,International Education Center,41.6,1970s,2010s,1970-05-25 to 2012-01-01,1970-05-25,2012-01-01,H
23RL01,D,ILOC,Dr.A.Risaeusschool gr.7 op dinsdag,Zonnehof 34.0 ,7772gb,34,52.5808265,6.6413267,7772GB,HARDENBERG,Overijssel,Closed,International Education Center,17.6,1990s,2000s,1990-06-01 to 2008-01-01,1990-06-01,2008-01-01,H
08EP01,D,ILOC,De OpStap,Jachthuisweg 6.0 d,7796hj,6,52.5822419,6.5884119,7796HJ,HEEMSERVEEN,Overijssel,Closed,International Education Center,4.0,2010s,2020s,2016-08-01 to 2020-08-01,2016-08-01,2020-08-01,H
24MY01,D,ILOC,obs Meander/gr. 5 + 6,De Hoefsmid 25.0 ,1851pz,25,52.59210419999999,4.7182354,1851PZ,HEILOO,Noord-Holland,Closed,International Education Center,11.7,1990s,2000s,1992-06-01 to 2004-02-13,1992-06-01,2004-02-13,H
05AO01,D,ILOC,AZC De Ballon,Herenweg 72.0 a,1935ag,72,52.59806450000001,4.6555936,1935AG,EGMOND-BINNEN,Noord-Holland,Closed,International Education Center,20.2,1980s,2000s,1985-08-01 to 2005-10-01,1985-08-01,2005-10-01,H
29DU00,D,ILOC,Muziek- en Dansschool Heiloo,Het Veld 1.0 ,1852gg,1,52.5985516,4.693509500000001,1852GG,HEILOO,Noord-Holland,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
06TD01,D,ILOC,De Bonte Mol,Tames Visserstraat 1.0 ,1636xx,1,52.5995775,4.889418,1636XX,SCHERMERHORN,Noord-Holland,Closed,International Education Center,2.4,2010s,2010s,2011-08-01 to 2014-01-01,2011-08-01,2014-01-01,H
12WZ01,D,ILOC,De Regenboog,Krikkenstraat 6.0 ,7701cw,6,52.60141789999999,6.4621203,7701CW,DEDEMSVAART,Overijssel,Closed,International Education Center,24.2,1980s,2000s,1985-08-01 to 2009-10-16,1985-08-01,2009-10-16,H
13BW01,D,ILOC,obs De springschans,Sluijsweijdt 9.0 ,1851em,9,52.6035786,4.721770999999999,1851EM,HEILOO,Noord-Holland,Closed,International Education Center,31.0,1980s,2010s,1985-08-01 to 2016-08-01,1985-08-01,2016-08-01,H
03UJ01,D,ILOC,De Langewieke (Groepen 1 en 2),Langewijk 178.0 a,7701ak,178,52.6061367,6.461270799999999,7701AK,DEDEMSVAART,Overijssel,Closed,International Education Center,15.0,1980s,2000s,1985-08-01 to 2000-08-01,1985-08-01,2000-08-01,H
13FW02,D,ILOC,De Noorderkring (De Baanbreker),Dedemsvaartseweg-Noord 152.0 ,7775al,152,52.60992539999999,6.560554799999999,7775AL,LUTTEN,Overijssel,Closed,International Education Center,23.0,1980s,2000s,1985-08-01 to 2008-08-01,1985-08-01,2008-08-01,H
16IQ01,D,ILOC,"De Waaier, centr.opvang",Percivalstraat 3.0 ,1813lt,3,52.61646349999999,4.7504224,1813LT,ALKMAAR,Noord-Holland,Closed,International Education Center,36.0,1980s,2020s,1985-08-01 to 2021-08-01,1985-08-01,2021-08-01,H
01WX02,D,ILOC,"De Alk, afd. VSO",Van Harenlaan 21.0 ,1813ke,21,52.61756889999999,4.7461708,1813KE,ALKMAAR,Noord-Holland,Closed,International Education Center,29.4,1980s,2010s,1981-08-17 to 2011-01-01,1981-08-17,2011-01-01,H
16BU01,D,ILOC,De Toermalijn,Anna Paulownastraat 4.0 ,1814xb,4,52.6190775,4.7396861,1814XB,ALKMAAR,Noord-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
03UC01,D,ILOC,De Branding,Trompstraat 10.0 ,1931el,10,52.6195165,4.6271241,1931EL,EGMOND AAN ZEE,Noord-Holland,Closed,International Education Center,21.0,1980s,2000s,1985-08-01 to 2006-08-01,1985-08-01,2006-08-01,H
16BU02,D,ILOC,De Catamaran,Frederik Hendriklaan 45.0 -47,1814na,45,52.62005240000001,4.7425573,1814NA,ALKMAAR,Noord-Holland,Closed,International Education Center,18.0,1980s,2000s,1985-08-01 to 2003-08-01,1985-08-01,2003-08-01,H
07LL01,D,ILOC,pcbs Tromp,Pastoor van Kleefstraat 19.0 ,1931bl,19,52.62034569999999,4.6284814,1931BL,EGMOND AAN ZEE,Noord-Holland,Closed,International Education Center,19.0,1980s,2000s,1985-08-01 to 2004-08-01,1985-08-01,2004-08-01,H
01WX01,D,ILOC,De Alk-afd. VSO,Vd Duyn van Maasdamstr 2.0 ,1814rv,2,52.6236386,4.7501142,1814RV,ALKMAAR,Noord-Holland,Closed,International Education Center,29.4,1980s,2010s,1981-08-17 to 2011-01-01,1981-08-17,2011-01-01,H
16UJ01,D,ILOC,De Wissel,Picassolaan 9.0 ,1816md,9,52.6244856,4.721180899999999,1816MD,ALKMAAR,Noord-Holland,Closed,International Education Center,10.0,2000s,2010s,2007-08-01 to 2017-08-01,2007-08-01,2017-08-01,H
15OY01,D,ILOC,St.Adelbertusschool,Blekerskade 12.0 ,1814tj,12,52.6251384,4.7444381,1814TJ,ALKMAAR,Noord-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
16UJ01,D,ILOC,Openbare Basisschool Zandloper,Tooroplaan 1.0 ,1816xa,1,52.62737500000001,4.724079,1816XA,ALKMAAR,Noord-Holland,Closed,International Education Center,10.0,2000s,2010s,2007-08-01 to 2017-08-01,2007-08-01,2017-08-01,H
15KX01,D,ILOC,obs Jules Verne loc. De Poortwachter,Oudorperdijkje 65.0 ,1821ap,65,52.628619,4.7605435,1821AP,ALKMAAR,Noord-Holland,Closed,International Education Center,28.0,1980s,2010s,1985-08-01 to 2013-08-01,1985-08-01,2013-08-01,H
16HU03,D,ILOC,Openbare Basisschool De Zes Wielen,Oudorperdijkje 66.0 ,1821ap,66,52.62863669999999,4.7604842,1821AP,ALKMAAR,Noord-Holland,Active,International Education Center,11.5,2010s,,2013-08-01 to Present,2013-08-01,,H
13FW01,D,ILOC,De Regenboog,Vergouwlaan 3.0 ,7776ba,3,52.6289388,6.5565367,7776BA,SLAGHAREN,Overijssel,Closed,International Education Center,21.0,1980s,2000s,1985-08-01 to 2006-08-01,1985-08-01,2006-08-01,H
10IB01,D,ILOC,vrijeschool de Sterrenzanger,Raadhuisstraat 3.0 ,1829bt,3,52.6302819,4.7742767,1829BT,OUDORP,Noord-Holland,Closed,International Education Center,29.0,1980s,2010s,1985-08-01 to 2014-08-01,1985-08-01,2014-08-01,H
16WU01,D,ILOC,obs De Kennemerpoort,Lindenlaan 101.0 ,1815he,101,52.63060369999999,4.7355881,1815HE,ALKMAAR,Noord-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
16HU01,D,ILOC,obs De Zes Wielen,Saturnusstraat 50.0 ,1829cz,50,52.6316417,4.7785062,1829CZ,OUDORP,Noord-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
13ZH01,D,ILOC,"pcbs Prinsenhof, locatie Amstelstraat",Amstelstraat 7.0 ,1823ev,7,52.632026,4.768098,1823EV,ALKMAAR,Noord-Holland,Closed,International Education Center,29.0,1980s,2010s,1985-08-01 to 2014-08-01,1985-08-01,2014-08-01,H
13ZH01,D,ILOC,"pcbs Prinsenhof, locatie Amstelstraat",Amstelstraat 3.0 ,1823ev,3,52.6322353,4.7687077,1823EV,ALKMAAR,Noord-Holland,Closed,International Education Center,29.0,1980s,2010s,1985-08-01 to 2014-08-01,1985-08-01,2014-08-01,H
28ZU00,D,ILOC,Artiance Centrum voor de Kunsten,Canadaplein 3.0 ,1811ke,3,52.633589,4.743721799999999,1811KE,ALKMAAR,Noord-Holland,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
28ZE00,D,ILOC,St. De Kunst Noord-Holland,Achter de Vest 5.0 ,1811jz,5,52.6343202,4.7443167,1811JZ,ALKMAAR,Noord-Holland,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
16HU02,D,ILOC,obs De Zes Wielen,Merwedestraat 2.0 ,1823vk,2,52.6346368,4.7631641,1823VK,ALKMAAR,Noord-Holland,Closed,International Education Center,20.0,1980s,2000s,1985-08-01 to 2005-07-20,1985-08-01,2005-07-20,H
01XF03,D,ILOC,Willem Blaeu Locatie Bergerweg,Bergerweg 1.0 ,1815ac,1,52.6357191,4.7370926,1815AC,ALKMAAR,Noord-Holland,Closed,International Education Center,108.3,1900s,2000s,1900-01-01 to 2008-04-18,1900-01-01,2008-04-18,H
16WU02,D,ILOC,Obs Bello,Snaarmanslaan 19.0 ,1815sb,19,52.6359352,4.739877600000001,1815SB,ALKMAAR,Noord-Holland,Active,International Education Center,12.5,2010s,,2012-08-01 to Present,2012-08-01,,H
19YT01,D,ILOC,"Rein Abrahamseschool, locatie Bergerweg",Van Oostsanenkade 1.0 ,1816ca,1,52.6367978,4.7332543,1816CA,ALKMAAR,Noord-Holland,Closed,International Education Center,33.0,1970s,2010s,1978-08-01 to 2011-08-01,1978-08-01,2011-08-01,H
16IQ02,D,ILOC,De Optimist,Robonsbosweg 1.0 ,1816mk,1,52.64031989999999,4.7237744,1816MK,ALKMAAR,Noord-Holland,Closed,International Education Center,2.4,2010s,2010s,2016-05-01 to 2018-10-01,2016-05-01,2018-10-01,H
16XY02,D,ILOC,Openbare Basisschool Nicolaas Beets,Beethovensingel 7.0 ,1817hj,7,52.6404498,4.7336485,1817HJ,ALKMAAR,Noord-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
27BN01,D,ILOC,gebouw Columbus,Weegbree 2.0 ,1705ra,2,52.6414007,4.8172115,1705RA,HEERHUGOWAARD,Noord-Holland,Active,International Education Center,25.6,1990s,,1999-06-01 to Present,1999-06-01,,H
07UX01,D,ILOC,Rooms Katholieke Basisschool Maria,Onder de Boompjes 18.0 ,1621gg,18,52.64234310000001,5.0614053,1621GG,HOORN NH,Noord-Holland,Active,International Education Center,18.1,2000s,,2007-01-01 to Present,2007-01-01,,H
18ZJ05,D,ILOC,Stagetrainingcentrum,Berenkoog 4.0 ,1822bj,4,52.6427898,4.7804505,1822BJ,ALKMAAR,Noord-Holland,Closed,International Education Center,29.4,1980s,2010s,1981-08-01 to 2011-01-01,1981-08-01,2011-01-01,H
29LD00,D,ILOC,Steunpunt KV-Westfriesland,Munnickenveld 9.0 ,1621hm,9,52.6435634,5.0574219,1621HM,HOORN NH,Noord-Holland,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
16ZY02,D,ILOC,Openbare Montessorischool Hoorn,Johan Messchaertstraat 3.0 ,1623lj,3,52.6439022,5.065623299999999,1623LJ,HOORN NH,Noord-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
29GM00,D,ILOC,St.Muziekschool Gerard Boedijn,Noorderstraat 3.0 ,1621hv,3,52.6440482,5.0577975,1621HV,HOORN NH,Noord-Holland,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
27LU01,D,ILOC,obs De Hasselbraam,Cornelia van Arkeldijk 24.0 ,1705np,24,52.6448672,4.8207789,1705NP,HEERHUGOWAARD,Noord-Holland,Active,International Education Center,23.5,2000s,,2001-08-01 to Present,2001-08-01,,H
04GJ01,D,ILOC,"De Eenhoorn (VSO) , locatie de Stormvogel",Abbingstraat 1.0 A,1623lv,1,52.6449204,5.0632044,1623LV,HOORN NH,Noord-Holland,Closed,International Education Center,31.9,1980s,2010s,1980-09-01 to 2012-08-01,1980-09-01,2012-08-01,H
10IM01,D,ILOC,De Bron,Kraggelaan 6.0 ,8064ct,6,52.64517559999999,6.074213299999999,8064CT,ZWARTSLUIS,Overijssel,Closed,International Education Center,24.4,1980s,2010s,1985-08-01 to 2010-01-01,1985-08-01,2010-01-01,H
18ZJ04,D,ILOC,"De Spinaker, Leer-Werkvoorziening",Jan Ligthartstraat 7.0 ,1817mr,7,52.6451991,4.726295700000001,1817MR,ALKMAAR,Noord-Holland,Closed,International Education Center,31.0,1980s,2010s,1981-08-01 to 2012-08-01,1981-08-01,2012-08-01,H
14GU01,D,ILOC,De Hasselbraam,Anna Polaktuin 26.0 ,1705js,26,52.6463306,4.8270431,1705JS,HEERHUGOWAARD,Noord-Holland,Closed,International Education Center,16.0,1980s,2000s,1985-08-01 to 2001-08-01,1985-08-01,2001-08-01,H
10QU02,D,ILOC,pcbs De Tweemaster,Anna Polaktuin 28.0 ,1705js,28,52.6463346,4.8270279,1705JS,HEERHUGOWAARD,Noord-Holland,Closed,International Education Center,17.0,1980s,2000s,1985-08-01 to 2002-08-01,1985-08-01,2002-08-01,H
25DA10,D,ILOC,Atlas College locatie Prisma EOA,Dampten 22.0 ,1624nr,22,52.6463852,5.0453382,1624NR,HOORN NH,Noord-Holland,Closed,International Education Center,10.0,1990s,2000s,1994-08-01 to 2004-08-01,1994-08-01,2004-08-01,H
