NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,education_sector,institution_type,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,is_active,CODE_STAND_RECORD,postcode_cleaned,location_type,function_type,temporal_status
03XJ01,D,ILOC,vocational,international,R.K. basisschool Groeneveld,Oranjestraat 18.0 ,5913SZ,VENLO,Limburg,1985-08-01,2018-11-01,False,H,5913sz,ILOC,D,Historical
03XJ02,D,ILOC,vocational,international,R.K. basisschool Groeneveld,Wethouder Receveurlaan 3.0 ,5913SR,VENLO,Limburg,1985-08-01,2018-11-01,False,H,5913sr,ILOC,D,Historical
05MT01,D,ILOC,vocational,international,De Schepershoek,Schepersweg 10.0 A,3621JK,BREUKELEN,Utrecht,1985-08-01,2019-01-01,False,H,3621jk,ILOC,D,Historical
05MT01,D,ILOC,vocational,international,De Schepershoek,Schepersweg 8.0 a,3621JK,BREUKELEN,Utrecht,1985-08-01,2019-01-01,False,H,3621jk,ILOC,D,Historical
08GQ01,D,ILOC,vocational,international,Dependance o.b.s. Inspecteur Amerika,Westerholm 23.0 ,9635CC,NOORDBROEK,Groningen,1985-08-01,2019-01-01,False,H,9635cc,ILOC,D,Historical
03EU01,D,ILOC,vocational,international,"OBS De Winde, dependance De Poort",De Poort 6.0 ,2631PT,NOOTDORP,Zuid-Holland,1985-08-01,2019-08-01,False,H,2631pt,ILOC,D,Historical
03EU01,D,ILOC,vocational,international,"OBS De Winde, dependance De Poort",Sytwinde 115.0 ,2631GS,NOOTDORP,Zuid-Holland,1985-08-01,2019-08-01,False,H,2631gs,ILOC,D,Historical
05QU01,D,ILOC,vocational,international,School met de Bijbel De Regenboog,Fabiusstraat 22.0 ,3248AJ,MELISSANT,Zuid-Holland,1985-08-01,2019-08-01,False,H,3248aj,ILOC,D,Historical
06CA01,D,ILOC,vocational,international,"De Dubbelburg, locatie Rijnsburg",Nassaulaan 1.0 ,2231VW,RIJNSBURG,Zuid-Holland,1985-08-01,2019-08-01,False,H,2231vw,ILOC,D,Historical
07ST01,D,ILOC,vocational,international,RK basisschool De Regenboog,Peter Zuidlaan 2.0 ,2742VZ,WADDINXVEEN,Zuid-Holland,1985-08-01,2019-08-01,False,H,2742vz,ILOC,D,Historical
08LL01,D,ILOC,vocational,international,De Esch,Oude Almeloseweg 12.0 ,7622CE,BORNE,Overijssel,1985-08-01,2019-08-01,False,H,7622ce,ILOC,D,Historical
11UB02,D,ILOC,vocational,international,"Delfshaven, locatie Palet",Lieve Verschuierstraat 62.0 ,3021ZH,ROTTERDAM,Zuid-Holland,1985-08-01,2019-08-01,False,H,3021zh,ILOC,D,Historical
12GA01,D,ILOC,vocational,international,Prins Willem Alexanderschool,Oranjelaan 3.0 ,2741EP,WADDINXVEEN,Zuid-Holland,1985-08-01,2019-08-01,False,H,2741ep,ILOC,D,Historical
13CD01,D,ILOC,vocational,international,Basisschool Catamaran,Bentinckstraat 78.0 ,1051GN,AMSTERDAM,Noord-Holland,1985-08-01,2019-08-01,False,H,1051gn,ILOC,D,Historical
14AE01,D,ILOC,vocational,international,"Basisschool Het Bossche Broek, locatie Zuid",Liviusstraat 4.0 ,5216CD,'S-HERTOGENBOSCH,Noord-Brabant,1985-08-01,2019-08-01,False,H,5216cd,ILOC,D,Historical
15XH01,D,ILOC,vocational,international,De Toermalijn,Venlosingel 212.0 ,6845JE,ARNHEM,Gelderland,1985-08-01,2019-08-01,False,H,6845je,ILOC,D,Historical
15XH01,D,ILOC,vocational,international,"Chr. Basisschool De Toermalijn, locatie Brabantweg",Brabantweg 103.0 ,6844GA,ARNHEM,Gelderland,1985-08-01,2019-08-01,False,H,6844ga,ILOC,D,Historical
16BH03,D,ILOC,vocational,international,Locatie Vöcker,Breemarsweg 483.0 ,7555KA,HENGELO OV,Overijssel,1985-08-01,2019-08-01,False,H,7555ka,ILOC,D,Historical
16FT01,D,ILOC,vocational,international,Montessorischool Capelle,Reigerlaan 64.0 ,2903LL,CAPELLE AAN DEN IJSSEL,Zuid-Holland,1985-08-01,2019-08-01,False,H,2903ll,ILOC,D,Historical
16JU01,D,ILOC,vocational,international,Basisschool De Waaier,Batjanstraat 82.0 ,1094RC,AMSTERDAM,Noord-Holland,1985-08-01,2019-08-01,False,H,1094rc,ILOC,D,Historical
16KS02,D,ILOC,vocational,international,De Grote Reis Rooms-katholieke Daltonschool,Binnengracht 2.0 ,3162WD,RHOON,Zuid-Holland,1985-08-01,2019-08-01,False,H,3162wd,ILOC,D,Historical
18LJ01,D,ILOC,vocational,international,"De Horizon, locatie Ooi",Begoniastraat 42.0 b,6982CW,DOESBURG,Gelderland,1985-08-01,2019-08-01,False,H,6982cw,ILOC,D,Historical
03HM01,D,ILOC,vocational,international,"Nevenvestiging Wilhelminastraat 81 (Gr 1,2,3)",Koestraat 9.0 ,7721CP,DALFSEN,Overijssel,1985-08-01,2020-08-01,False,H,7721cp,ILOC,D,Historical
05VR02,D,ILOC,vocational,international,Deventer Montessori- School,Oudaenstraat 3.0 ,7412ND,DEVENTER,Overijssel,1985-08-01,2020-08-01,False,H,7412nd,ILOC,D,Historical
08UP01,D,ILOC,vocational,international,De Windroos (vh. St. Bernardus),Bierstraat 54.0 ,7416AM,DEVENTER,Overijssel,1985-08-01,2020-08-01,False,H,7416am,ILOC,D,Historical
08YK01,D,ILOC,vocational,international,"Rk Basisschool St. Antonius, locatie Kalslagerring",Kalslagerring 11.0 -13,2151TA,NIEUW-VENNEP,Noord-Holland,1985-08-01,2020-08-01,False,H,2151ta,ILOC,D,Historical
10EO03,D,ILOC,vocational,international,basisschool De Rank,Diligence 19.0 ,2171MA,SASSENHEIM,Zuid-Holland,1985-08-01,2020-08-01,False,H,2171ma,ILOC,D,Historical
12BG01,D,ILOC,vocational,international,"Vroonestein, loc. Het Vogelnest",Groenling 5.0 ,3435BZ,NIEUWEGEIN,Utrecht,1985-08-01,2020-08-01,False,H,3435bz,ILOC,D,Historical
13BQ01,D,ILOC,vocational,international,locatie Sperkhem,Johan Willem Frisostraat 57.0 ,8606CT,SNEEK,Friesland,1985-08-01,2020-08-01,False,H,8606ct,ILOC,D,Historical
15ED01,D,ILOC,vocational,international,basisschool Kameleon,Mandenvlechter 14.0 -16,2401JJ,ALPHEN AAN DEN RIJN,Zuid-Holland,1985-08-01,2020-08-01,False,H,2401jj,ILOC,D,Historical
19CB02,D,ILOC,vocational,international,Groene Palm,Groene tuin 301.0 ,3078KG,ROTTERDAM,Zuid-Holland,1985-08-01,2020-08-01,False,H,3078kg,ILOC,D,Historical
20IN02,D,ILOC,vocational,international,"rkbs 'Damiaan', locatie Leliestraat",Leliestraat 21.0 ,3702CA,ZEIST,Utrecht,1985-08-01,2020-08-01,False,H,3702ca,ILOC,D,Historical
20SJ02,D,ILOC,vocational,international,Linnaeusschool,Eikenplein 5.0 ,1092CC,AMSTERDAM,Noord-Holland,1985-08-01,2020-08-01,False,A,1092cc,ILOC,D,Historical
10VR01,D,ILOC,vocational,international,AZC-School De Kajuit,Kievitsblekweg 14.0 ,5062SV,OISTERWIJK,Noord-Brabant,1985-08-01,2020-10-01,False,H,5062sv,ILOC,D,Historical
10VR01,D,ILOC,vocational,international,AZC-School De Kajuit,Kievitsblekweg 4.0 ,5062SV,OISTERWIJK,Noord-Brabant,1985-08-01,2020-10-01,False,H,5062sv,ILOC,D,Historical
17TI02,D,ILOC,vocational,international,Locatie Kard. Alfrink (Ond.gem. Titus Brandsma),Semmelweisstraat 46.0 ,7555NT,HENGELO OV,Overijssel,1985-08-01,2020-10-01,False,H,7555nt,ILOC,D,Historical
08XR01,D,ILOC,vocational,international,rkbs Willibrord,Bloemgracht 2.0 a,1502VA,ZAANDAM,Noord-Holland,1985-08-01,2020-10-19,False,H,1502va,ILOC,D,Historical
08XR02,D,ILOC,vocational,international,icbs het Zaanplein,Lijns Tewisz Roggeplein 1.0 ,1502VL,ZAANDAM,Noord-Holland,1985-08-01,2020-10-19,False,H,1502vl,ILOC,D,Historical
16IE01,D,ILOC,vocational,international,Willemschool (De Piramide),Marskant 85.0 ,7551BT,HENGELO OV,Overijssel,1985-08-01,2020-11-01,False,H,7551bt,ILOC,D,Historical
13TP02,D,ILOC,vocational,international,Basisschool De Ark,Velserstraat 55.0 -57,2023EB,HAARLEM,Noord-Holland,1985-08-01,2020-12-01,False,H,2023eb,ILOC,D,Historical
08SQ01,D,ILOC,vocational,international,Rehobothschool,Lindelaan 54.0 ,1231CM,LOOSDRECHT,Noord-Holland,1985-08-01,2021-01-04,False,H,1231cm,ILOC,D,Historical
08YB01,D,ILOC,vocational,international,"basisschool Onder de Torens-Barkentijn, dislocatie Barkentijn",Brandseweg 67.0 -69,4871CH,ETTEN-LEUR,Noord-Brabant,1985-08-01,2021-04-01,False,H,4871ch,ILOC,D,Historical
08YB02,D,ILOC,vocational,international,"basisschool Onder de Torens-Barkentijn, dislocatie Barkentijn",Achtersteven 88.0 -90,4871DK,ETTEN-LEUR,Noord-Brabant,1985-08-01,2021-04-01,False,H,4871dk,ILOC,D,Historical
16IE02,D,ILOC,vocational,international,Woolderschool (De Piramide),Semmelweisstraat 42.0 ,7555NT,HENGELO OV,Overijssel,1985-08-01,2021-07-01,False,H,7555nt,ILOC,D,Historical
16IE03,D,ILOC,vocational,international,Wilbertschool (De Piramide),Ruijsdaelstraat 45.0 ,7556WS,HENGELO OV,Overijssel,1985-08-01,2021-07-01,False,H,7556ws,ILOC,D,Historical
03VP01,D,ILOC,vocational,international,De Arcade Montessori-afdeling,Damstraat 6.0 ,6811CB,ARNHEM,Gelderland,1985-08-01,2021-08-01,False,H,6811cb,ILOC,D,Historical
04FI01,D,ILOC,vocational,international,"Prinses Juliana, locatie De Fontein",Hoyledestraat 23.0 -25,3036LP,ROTTERDAM,Zuid-Holland,1985-08-01,2021-08-01,False,H,3036lp,ILOC,D,Historical
11LY01,D,ILOC,vocational,international,P.C. Basisschool Frankendael,Von Liebigweg 68.0 ,1097RP,AMSTERDAM,Noord-Holland,1985-08-01,2021-08-01,False,H,1097rp,ILOC,D,Historical
16IQ01,D,ILOC,vocational,international,"De Waaier, centr.opvang",Percivalstraat 3.0 ,1813LT,ALKMAAR,Noord-Holland,1985-08-01,2021-08-01,False,H,1813lt,ILOC,D,Historical
16UE01,D,ILOC,vocational,international,Het Stadsveld (Pathmosschool),Spinnerstraat 29.0 ,7545TP,ENSCHEDE,Overijssel,1985-08-01,2021-08-01,False,H,7545tp,ILOC,D,Historical
17PI01,D,ILOC,vocational,international,Locatie Don Bosco,Laurastraat 3.0 ,7555HW,HENGELO OV,Overijssel,1985-08-01,2021-08-01,False,H,7555hw,ILOC,D,Historical
17PI02,D,ILOC,vocational,international,Locatie Paus Joannes XXIII,Athenestraat 6.0 ,7552BR,HENGELO OV,Overijssel,1985-08-01,2021-08-01,False,H,7552br,ILOC,D,Historical
17PI02,D,ILOC,vocational,international,Locatie Paus Joannes XXIII,Achillesstraat 100.0 ,7552BP,HENGELO OV,Overijssel,1985-08-01,2021-08-01,False,H,7552bp,ILOC,D,Historical
17PI02,D,ILOC,vocational,international,Locatie Paus Joannes XXIII,Apolloplein 1.0 ,7552VG,HENGELO OV,Overijssel,1985-08-01,2021-08-01,False,H,7552vg,ILOC,D,Historical
18EB02,D,ILOC,vocational,international,"OBS Jacobswoude,locatie Het Kompas",Meester Jonkerpad 1.0 ,2461BS,TER AAR,Zuid-Holland,1985-08-01,2021-08-01,False,H,2461bs,ILOC,D,Historical
11MC01,D,ILOC,vocational,international,"basisschool Wiltzangh, locatie 't Kofschip",Kievit 33.0 ,4872RB,ETTEN-LEUR,Noord-Brabant,1985-08-01,2021-09-01,False,H,4872rb,ILOC,D,Historical
11MC01,D,ILOC,vocational,international,PCBS De Klankhof,Hobodreef 3.0 ,4876XB,ETTEN-LEUR,Noord-Brabant,1985-08-01,2021-09-01,False,H,4876xb,ILOC,D,Historical
11CJ01,D,ILOC,vocational,international,Goede Herderschool,Prinses Margrietlaan 6.0 -8,3051AT,ROTTERDAM,Zuid-Holland,1985-08-01,2022-08-01,False,H,3051at,ILOC,D,Historical
11RG01,D,ILOC,vocational,international,"De Boomladder, locatie Eikenlaan",Eikenlaan 4.0 -6,1702TB,HEERHUGOWAARD,Noord-Holland,1985-08-01,2022-08-01,False,H,1702tb,ILOC,D,Historical
15VN02,D,ILOC,vocational,international,basisschool Frans Naerebout,Verlorenlandstraat 1.0 ,4381JP,VLISSINGEN,Zeeland,1985-08-01,2022-08-01,False,H,4381jp,ILOC,D,Historical
18VM01,D,ILOC,vocational,international,obs De Kroosduiker/locatie Noord,Torenstraat 5.0 ,1551BK,WESTZAAN,Noord-Holland,1985-08-01,2022-08-01,False,H,1551bk,ILOC,D,Historical
09AT01,D,ILOC,vocational,international,R.K. basisschool Leuken,Middelstestraat 79.0 ,6004BH,WEERT,Limburg,1985-08-01,2022-10-01,False,H,6004bh,ILOC,D,Historical
09AT02,D,ILOC,vocational,international,R.K. basisschool Leuken,Voorstestraat 48.0 ,6004CD,WEERT,Limburg,1985-08-01,2022-10-01,False,H,6004cd,ILOC,D,Historical
07BW02,D,ILOC,vocational,international,Nutsschool Hertogin Johanna,Vianenstraat 106.0 ,5342AJ,OSS,Noord-Brabant,1985-08-01,2023-08-01,False,H,5342aj,ILOC,D,Historical
15HB01,D,ILOC,vocational,international,rkbs De Kubus,Noordewierweg 235.0 ,3812DH,AMERSFOORT,Utrecht,1985-08-01,2023-08-01,False,H,3812dh,ILOC,D,Historical
16LX01,D,ILOC,vocational,international,Basisschool St. Catharina,Meerhuizenplein 4.0 ,1078TC,AMSTERDAM,Noord-Holland,1985-08-01,2023-08-01,False,H,1078tc,ILOC,D,Historical
16NG03,D,ILOC,vocational,international,Basisschool De Piramide,Ramaerstraat 1.0 a,2035CW,HAARLEM,Noord-Holland,1985-08-01,2023-08-01,False,H,2035cw,ILOC,D,Historical
17ZI01,D,ILOC,vocational,international,Emmaus,Jagthuisstraat 30.0 a,3022PR,ROTTERDAM,Zuid-Holland,1985-08-01,2023-08-01,False,H,3022pr,ILOC,D,Historical
18AA01,D,ILOC,vocational,international,Nicolaasschool,Korfmakersstraat 127.0 ,3026XG,ROTTERDAM,Zuid-Holland,1985-08-01,2023-08-01,False,H,3026xg,ILOC,D,Historical
18AA02,D,ILOC,vocational,international,Nicolaasschool,Korfmakersstraat 12.0 ,3026XH,ROTTERDAM,Zuid-Holland,1985-08-01,2023-08-01,False,H,3026xh,ILOC,D,Historical
12WL02,D,ILOC,vocational,international,locatie Vivaldi Schuberstr.39,Schubertstraat 39.0 ,8031ZC,ZWOLLE,Overijssel,1985-08-01,2024-07-01,False,H,8031zc,ILOC,D,Historical
12WL02,D,ILOC,vocational,international,locatie Bachlaan 2,Monteverdilaan 202.0 ,8031DW,ZWOLLE,Overijssel,1985-08-01,2024-07-01,False,H,8031dw,ILOC,D,Historical
04HM01,D,ILOC,vocational,international,Jenaplanschool De Sterrenwachter,Vuurvlindermeent 54.0 ,1218GZ,HILVERSUM,Noord-Holland,1985-08-01,2024-08-01,False,H,1218gz,ILOC,D,Historical
12LQ01,D,ILOC,vocational,international,obs De Phoenix,Westeinde 2.0 ,1721PZ,BROEK OP LANGEDIJK,Noord-Holland,1985-08-01,2024-08-01,False,H,1721pz,ILOC,D,Historical
12LQ01,D,ILOC,vocational,international,obs De Phoenix,Pluvier 2.0 ,1834XJ,SINT PANCRAS,Noord-Holland,1985-08-01,2024-08-01,False,H,1834xj,ILOC,D,Historical
16NS01,D,ILOC,vocational,international,"o.b.s. De Vrijheid, locatie 2",Brandemeer 7.0 ,8918CT,LEEUWARDEN,Friesland,1985-08-01,2024-08-01,False,H,8918ct,ILOC,D,Historical
16NS01,D,ILOC,vocational,international,obs eestroom Leeuwarden Montessorischool,Droppingsstraat 4.0 ,8923BW,LEEUWARDEN,Friesland,1985-08-01,2024-08-01,False,H,8923bw,ILOC,D,Historical
17CY02,D,ILOC,vocational,international,Vensterschool,Oliemuldersweg 47.0 ,9713VA,GRONINGEN,Groningen,1985-08-01,2024-09-01,False,H,9713va,ILOC,D,Historical
00GT,U,ROC,vocational,main,Roc Albeda College,Heindijk 16.0 ,3079PM,ROTTERDAM,Zuid-Holland,1985-08-01,,True,H,3079pm,ROC,U,Active
00GT,U,ROC,vocational,main,Regionaal Opleidingen Centrum Albeda College,Rosestraat 1101.0 ,3071AL,ROTTERDAM,Zuid-Holland,1985-08-01,,True,H,3071al,ROC,U,Active
03IH01,D,ILOC,vocational,international,"Kath. Montessorischool Bussum, locatie 't Kwetternest",J.J.H. Verhulstlaan 11.0 ,1401CS,BUSSUM,Noord-Holland,1985-08-01,,True,H,1401cs,ILOC,D,Active
03IH02,D,ILOC,vocational,international,"Kath. Montessorischool Bussum, locatie De Kwakertjes",Isaac da Costalaan 2.0 ,1401BH,BUSSUM,Noord-Holland,1985-08-01,,True,H,1401bh,ILOC,D,Active
03JC01,D,ILOC,vocational,international,"basisschool 'John F. Kennedy', dependance",Molstraat 46.0 ,4826KA,BREDA,Noord-Brabant,1985-08-01,,True,H,4826ka,ILOC,D,Active
03JL01,D,ILOC,vocational,international,dislocatie Titus Brandsma,De Gasperistraat 7.0 ,6441JJ,BRUNSSUM,Limburg,1985-08-01,,True,H,6441jj,ILOC,D,Active
03JS01,D,ILOC,vocational,international,Vrije school de Zwaan,Valckstraat 30.0 ,7203GC,ZUTPHEN,Gelderland,1985-08-01,,True,H,7203gc,ILOC,D,Active
03LD01,D,ILOC,vocational,international,"basisschool De Schakel, locatie Notedop",Spoorlaan Noord 109.0 ,6042AA,ROERMOND,Limburg,1985-08-01,,True,H,6042aa,ILOC,D,Active
03TN01,D,ILOC,vocational,international,Elckerlyc International Primary School,Touwbaan 42.0 c,2352CZ,LEIDERDORP,Zuid-Holland,1985-08-01,,True,H,2352cz,ILOC,D,Active
03TN01,D,ILOC,vocational,international,Elckerlyc International Primary School,Klimopzoom 41.0 ,2353RE,LEIDERDORP,Zuid-Holland,1985-08-01,,True,H,2353re,ILOC,D,Active
03VB01,D,ILOC,vocational,international,Dependance I,Doolgaardstraat 40.0 ,5961TS,HORST,Limburg,1985-08-01,,True,H,5961ts,ILOC,D,Active
03XP01,D,ILOC,vocational,international,"basisschool 'Merijntje', locatie Dortmundstraat",Dortmundstraat 9.0 ,4681AV,NIEUW-VOSSEMEER,Noord-Brabant,1985-08-01,,True,H,4681av,ILOC,D,Active
04GX01,D,ILOC,vocational,international,Openbare basisschool De Elckerlyc,Watergang 1.0 ,2377BT,OUDE WETERING,Zuid-Holland,1985-08-01,,True,H,2377bt,ILOC,D,Active
04IP01,D,ILOC,vocational,international,Amby Dependance,Pastoor Lanckohrstraat 2.0 ,6225BG,MAASTRICHT,Limburg,1985-08-01,,True,H,6225bg,ILOC,D,Active
04IU01,D,ILOC,vocational,international,"Asvo School, Montessori afdeling",Frederiksplein 37.0 ,1017XL,AMSTERDAM,Noord-Holland,1985-08-01,,True,H,1017xl,ILOC,D,Active
04QM01,D,ILOC,vocational,international,De Parel,Jan van Almondestraat 91.0 ,3176VA,POORTUGAAL,Zuid-Holland,1985-08-01,,True,H,3176va,ILOC,D,Active
04VD01,D,ILOC,vocational,international,"basisschool 'Prins Willem-Alexander', locatie Valkweg",Valkweg 2.0 ,3362GH,SLIEDRECHT,Zuid-Holland,1985-08-01,,True,H,3362gh,ILOC,D,Active
04YR01,D,ILOC,vocational,international,"Rk Basisschool Minister Cals, locatie Naardermeer",Maria Louiselaan 4.0 ,1412AE,NAARDEN,Noord-Holland,1985-08-01,,True,H,1412ae,ILOC,D,Active
04YR01,D,ILOC,vocational,international,"Rk Basisschool Minister Cals, locatie Fortlanden",Verlengde Fortlaan 43.0 ,1412CW,NAARDEN,Noord-Holland,1985-08-01,,True,H,1412cw,ILOC,D,Active
04YU01,D,ILOC,vocational,international,rkbs Hoeksteen/ gr. 3a + 3b,Populierenlaan 11.0 ,1602SW,ENKHUIZEN,Noord-Holland,1985-08-01,,True,H,1602sw,ILOC,D,Active
05BK01,D,ILOC,vocational,international,De Notenbalk,Groenendaal 1.0 B,3481CT,HARMELEN,Utrecht,1985-08-01,,True,H,3481ct,ILOC,D,Active
05BK01,D,ILOC,vocational,international,De Notenbalk,De Uithof 1.0 ,3481WE,HARMELEN,Utrecht,1985-08-01,,True,H,3481we,ILOC,D,Active
05BK01,D,ILOC,vocational,international,KBs De Notenbalk,Hendriklaan 9.0 ,3481VR,HARMELEN,Utrecht,1985-08-01,,True,H,3481vr,ILOC,D,Active
05IH01,D,ILOC,vocational,international,RK Jenaplanschool De Kring,Rhijngeesterstraatweg 49.0 -51,2341BR,OEGSTGEEST,Zuid-Holland,1985-08-01,,True,H,2341br,ILOC,D,Active
05JP01,D,ILOC,vocational,international,bs. De Avonturijn nevenvestiging,Ruys de Beerenbroucklaan 22.0 ,6129HC,URMOND,Limburg,1985-08-01,,True,H,6129hc,ILOC,D,Active
05UN01,D,ILOC,vocational,international,cbs De Rank,Brandakkerstraat 2.0 ,1566XD,ASSENDELFT,Noord-Holland,1985-08-01,,True,H,1566xd,ILOC,D,Active
05UN01,D,ILOC,vocational,international,cbs De Rank,Pastoor Vermeulenstraat 31.0 ,1566DK,ASSENDELFT,Noord-Holland,1985-08-01,,True,H,1566dk,ILOC,D,Active
05VW01,D,ILOC,vocational,international,Haagsche Schoolvereniging (Internationale Afd),Nassaulaan 26.0 ,2514JT,'S-GRAVENHAGE,Zuid-Holland,1985-08-01,,True,H,2514jt,ILOC,D,Active
05WD01,D,ILOC,vocational,international,De Haarlemse Montessorischool,Churchilllaan 70.0 ,2012RR,HAARLEM,Noord-Holland,1985-08-01,,True,H,2012rr,ILOC,D,Active
05YC01,D,ILOC,vocational,international,A.Z.C.-school De Brink,Exaeten 3.0 ,6095PD,BAEXEM,Limburg,1985-08-01,,True,H,6095pd,ILOC,D,Active
05ZF01,D,ILOC,vocational,international,basisschool De Tweemaster,Gerard Doustraat 50.0 ,2162CP,LISSE,Zuid-Holland,1985-08-01,,True,H,2162cp,ILOC,D,Active
06BA03,D,ILOC,vocational,international,De Duizendpoot loc. Frans Halsstraat,Frans Halsstraat 1.0 ,6165TV,GELEEN,Limburg,1985-08-01,,True,H,6165tv,ILOC,D,Active
06CQ01,D,ILOC,vocational,international,Openbare basisschool De Driepas afd. AZC,Pepinusbrug 2.0 a,6102RJ,ECHT,Limburg,1985-08-01,,True,H,6102rj,ILOC,D,Active
06CS01,D,ILOC,vocational,international,O.C. School Prinsenbos,Prinsenbosch 2.0 ,5126ND,GILZE,Noord-Brabant,1985-08-01,,True,H,5126nd,ILOC,D,Active
06DE01,D,ILOC,vocational,international,dep.,Kluunpad 2.0 ,3891EW,ZEEWOLDE,Flevoland,1985-08-01,,True,H,3891ew,ILOC,D,Active
06FK01,D,ILOC,vocational,international,Basisschool De Brök locatie Meers,Kloosterstraat 13.0 ,6181NJ,ELSLOO LB,Limburg,1985-08-01,,True,H,6181nj,ILOC,D,Active
06GN01,D,ILOC,vocational,international,"Marcus, loc. Mattheus",Ghanadreef 2.0 ,3564EK,UTRECHT,Utrecht,1985-08-01,,True,H,3564ek,ILOC,D,Active
06HI01,D,ILOC,vocational,international,Het Spectrum,Breitnerhof 220.0 ,1628XP,HOORN NH,Noord-Holland,1985-08-01,,True,H,1628xp,ILOC,D,Active
06HM02,D,ILOC,vocational,international,Het Timpaan,Didamseweg 3.0 ,7031AK,WEHL,Gelderland,1985-08-01,,True,H,7031ak,ILOC,D,Active
06HM02,D,ILOC,vocational,international,Het Timpaan,Raadhuisplein 1.0 ,7031AW,WEHL,Gelderland,1985-08-01,,True,H,7031aw,ILOC,D,Active
06IT01,D,ILOC,vocational,international,"basisschool 'De Griffioen', dependance",Schoolstraat 2.0 a,4841XD,PRINSENBEEK,Noord-Brabant,1985-08-01,,True,H,4841xd,ILOC,D,Active
06IT01,D,ILOC,vocational,international,"basisschool 'De Griffioen', dependance",Straatweide 30.0 ,4841ND,PRINSENBEEK,Noord-Brabant,1985-08-01,,True,H,4841nd,ILOC,D,Active
06JO01,D,ILOC,vocational,international,basisschool St. Theresia,Kerkweg 9.0 ,6071AL,SWALMEN,Limburg,1985-08-01,,True,H,6071al,ILOC,D,Active
06JV01,D,ILOC,vocational,international,School met de Bijbel,Evekinkweg 24.0 ,6733BC,WEKEROM,Gelderland,1985-08-01,,True,H,6733bc,ILOC,D,Active
06MA01,D,ILOC,vocational,international,rkbs De Vuurvlinder (locatie Noord),Tweespan 39.0 ,3902GE,VEENENDAAL,Utrecht,1985-08-01,,True,H,3902ge,ILOC,D,Active
06MA03,D,ILOC,vocational,international,"De Vuurvlinder, locatie West 2",Boerenzwaluw 19.0 ,3905SG,VEENENDAAL,Utrecht,1985-08-01,,True,H,3905sg,ILOC,D,Active
06NN02,D,ILOC,vocational,international,"Julianaschool,locatie Kwartellaan",Kwartellaan 4.0 ,1403BE,BUSSUM,Noord-Holland,1985-08-01,,True,H,1403be,ILOC,D,Active
07AV01,D,ILOC,vocational,international,rkbs Pancratius,Pennekamplaan 13.0 ,1696CB,OOSTERBLOKKER,Noord-Holland,1985-08-01,,True,H,1696cb,ILOC,D,Active
07AV01,D,ILOC,vocational,international,rkbs Pancratius,Pennekamplaan 58.0 ,1696CD,OOSTERBLOKKER,Noord-Holland,1985-08-01,,True,H,1696cd,ILOC,D,Active
07EQ01,D,ILOC,vocational,international,Het Mozaïek,Jade 41.0 ,3893EB,ZEEWOLDE,Flevoland,1985-08-01,,True,H,3893eb,ILOC,D,Active
07FZ01,D,ILOC,vocational,international,"Openbare basisschool 'Het Tweespan', loc. Stoutjesdijkschool",Dr. van Linden Tolstraat 1.0 ,4209AL,SCHELLUINEN,Zuid-Holland,1985-08-01,,True,H,4209al,ILOC,D,Active
07GD01,D,ILOC,vocational,international,"basisschool 'De Regenboog', dependance Eikenlaan",Eikenlaan 13.0 ,4731CP,OUDENBOSCH,Noord-Brabant,1985-08-01,,True,H,4731cp,ILOC,D,Active
07KE02,D,ILOC,vocational,international,De Canadas,Jacob Marisstraat 2.0 ,5831BK,BOXMEER,Noord-Brabant,1985-08-01,,True,H,5831bk,ILOC,D,Active
07KE02,D,ILOC,vocational,international,De Canadas,Frans Halsstraat 35.0 ,5831CA,BOXMEER,Noord-Brabant,1985-08-01,,True,A,5831ca,ILOC,D,Active
07LT01,D,ILOC,vocational,international,Christelijk Opleidingsschool,Randweg 47.0 ,2225PJ,KATWIJK ZH,Zuid-Holland,1985-08-01,,True,H,2225pj,ILOC,D,Active
07WT01,D,ILOC,vocational,international,de Groningse Schoolvereniging Internat. afd.,Sweelincklaan 4.0 ,9722JV,GRONINGEN,Groningen,1985-08-01,,True,H,9722jv,ILOC,D,Active
07WY01,D,ILOC,vocational,international,Basisschool Oranje Nassau,Roerdompstraat 14.0 ,1171HC,BADHOEVEDORP,Noord-Holland,1985-08-01,,True,H,1171hc,ILOC,D,Active
08EO01,D,ILOC,vocational,international,"obs Dolfijn, loc. 'Dolfijn' zuid",Jagerspad 7.0 ,3972XL,DRIEBERGEN-RIJSENBURG,Utrecht,1985-08-01,,True,H,3972xl,ILOC,D,Active
08IR01,D,ILOC,vocational,international,Openbare Basisschool De Tuimelaar,Moerven 321.0 ,5464PG,VEGHEL,Noord-Brabant,1985-08-01,,True,H,5464pg,ILOC,D,Active
08IR01,D,ILOC,vocational,international,Openbare Basisschool De Tuimelaar,Vlasven 94.0 ,5464PN,VEGHEL,Noord-Brabant,1985-08-01,,True,H,5464pn,ILOC,D,Active
